abstract_id,model,num_sentences,num_sections,sections_present,hypothesis_length,fa_baseline_lp,fa_top_section,sh_top_section,top_section_agree,fa_time_s,sh_time_s,sh_forward_passes,fa_background,sh_background,words_background,fa_method,sh_method,words_method,fa_objective,sh_objective,words_objective,fa_other,sh_other,words_other,fa_result,sh_result,words_result
train_146,phi3,10,4,"background,method,objective,result",53,-39.59375,background,background,True,0.127,0.362,16,15.40625,25.89625,54,1.15625,3.3371875,41,4.34375,6.53875,19,,,0,11.90625,24.4465625,75
train_147,phi3,9,4,"background,method,objective,result",63,-34.125,objective,objective,True,0.115,0.344,16,0.25,7.19375,48,23.4375,27.7953125,57,32.75,39.4315625,28,,,0,3.8125,5.454375,46
train_148,phi3,9,3,"background,method,result",65,-28.609375,method,method,True,0.088,0.169,8,0.34375,11.243125,37,113.015625,127.51765625,103,,,0,,,0,24.265625,29.87984375,15
train_149,phi3,9,3,"background,objective,result",57,-31.359375,result,result,True,0.099,0.18,8,4.765625,15.82734375,72,,,0,0.28125,12.6346875,44,,,0,38.390625,46.61609375,111
train_150,phi3,4,3,"background,method,result",57,-32.34375,result,result,True,0.083,0.161,8,2.0625,5.580625,18,51.46875,51.7728125,27,,,0,,,0,66.59375,67.4278125,26
train_151,phi3,4,3,"background,method,result",63,-35.625,method,method,True,0.086,0.164,8,39.75,39.229375,26,52.75,47.854375,53,,,0,,,0,34.625,35.29125,29
train_152,phi3,5,3,"background,method,result",53,-26.46875,method,method,True,0.091,0.172,8,0.96875,10.54890625,40,90.03125,106.4303125,61,,,0,,,0,1.8125,9.05203125,45
train_153,phi3,8,3,"background,other,result",54,-39.4375,result,background,False,0.099,0.183,8,22.28125,30.7109375,31,,,0,,,0,4.03125,15.2503125,82,24.25,30.60125,15
train_155,phi3,9,4,"background,method,other,result",60,-32.28125,method,method,True,0.119,0.353,16,1.5625,7.82,35,57.15625,81.794375,115,,,0,0.09375,1.115,6,24.0625,41.614375,34
train_156,phi3,6,4,"background,method,objective,result",63,-28.78125,background,background,True,0.127,0.362,16,60.59375,69.47625,74,0.34375,1.7946875,19,-1.109375,10.101875,88,,,0,-0.71875,7.4709375,35
train_157,phi3,9,5,"background,method,objective,other,result",63,-28.234375,result,result,True,0.155,0.722,32,34.734375,37.0940625,53,0.40625,4.5628125,30,1.953125,8.55546875,33,0.078125,2.4915625,14,59.890625,62.31171875,86
train_158,phi3,7,4,"background,method,objective,result",60,-29.953125,method,method,True,0.115,0.341,16,-1.6875,4.834375,41,58.296875,67.8715625,78,0.0,6.22359375,21,,,0,0.015625,5.42984375,12
train_159,phi3,9,3,"background,method,result",57,-40.8125,method,method,True,0.093,0.178,8,0.65625,12.1053125,58,92.1875,105.461875,91,,,0,,,0,22.6875,25.6203125,23
train_160,phi3,3,3,"background,objective,result",61,-45.59375,objective,objective,True,0.084,0.162,8,40.46875,47.6765625,33,,,0,54.15625,60.3353125,29,,,0,34.78125,36.269375,33
train_161,phi3,8,3,"background,method,result",56,-25.359375,background,background,True,0.102,0.189,8,89.390625,88.91515625,68,2.359375,6.56046875,117,,,0,,,0,4.203125,5.9775,33
train_162,phi3,4,4,"background,method,objective,result",71,-30.8125,method,method,True,0.109,0.336,16,-0.78125,6.7975,20,32.03125,35.6953125,50,15.0625,22.50609375,29,,,0,0.046875,5.31359375,27
train_163,phi3,3,2,"background,method",62,-21.546875,background,background,True,0.061,0.08,4,73.828125,73.835,35,0.046875,0.055625,20,,,0,,,0,,,0
train_164,phi3,10,5,"background,method,objective,other,result",54,-40.8125,objective,objective,True,0.157,0.729,32,21.53125,29.3675,55,0.125,11.716875,67,25.75,36.046875,40,-0.8125,0.02875,2,4.21875,17.5275,33
train_165,phi3,7,2,"background,objective",61,-31.546875,objective,objective,True,0.069,0.087,4,60.015625,71.83375,128,,,0,114.828125,129.869375,61,,,0,,,0
train_166,phi3,10,4,"background,method,objective,result",52,-34.75,method,method,True,0.112,0.337,16,16.84375,26.113125,66,36.875,35.656875,52,25.125,28.12125,12,,,0,6.28125,15.73375,12
train_167,phi3,10,3,"background,objective,other",59,-34.0,background,background,True,0.089,0.167,8,109.625,119.330625,108,,,0,-0.6875,8.973125,6,-0.0625,5.07125,9,,,0
train_168,phi3,5,2,"background,result",48,-39.84375,result,result,True,0.063,0.081,4,3.65625,5.9525,45,,,0,,,0,,,0,47.59375,50.51625,49
train_169,phi3,8,5,"background,method,objective,other,result",57,-37.5625,result,result,True,0.137,0.679,32,-0.21875,0.00875,9,19.53125,21.079375,41,20.25,23.9865625,65,0.34375,7.6434375,9,35.5,38.469375,21
train_170,phi3,8,4,"method,objective,other,result",57,-34.03125,method,method,True,0.119,0.349,16,,,0,82.59375,88.533125,82,30.28125,38.9196875,43,0.0,9.10375,14,-0.34375,9.5371875,37
train_171,phi3,6,4,"background,method,objective,other",67,-33.78125,background,background,True,0.115,0.343,16,48.96875,58.7596875,60,-0.4375,8.595,22,1.3125,11.44625,37,-0.78125,8.0428125,24,,,0
train_172,phi3,10,3,"background,method,result",50,-26.25,result,result,True,0.105,0.189,8,1.84375,11.0621875,75,3.90625,20.2659375,67,,,0,,,0,91.25,98.921875,86
train_173,phi3,4,3,"background,method,result",65,-35.59375,background,background,True,0.085,0.164,8,66.65625,62.2559375,55,39.59375,44.1934375,31,,,0,,,0,23.78125,21.956875,21
train_174,phi3,4,3,"background,method,result",63,-33.625,method,method,True,0.087,0.167,8,1.625,17.91625,25,51.6875,63.939375,71,,,0,,,0,32.6875,34.519375,30
train_175,phi3,7,3,"background,method,result",61,-39.0,result,result,True,0.091,0.171,8,0.28125,12.0078125,83,4.6875,25.725,27,,,0,,,0,72.3125,77.7671875,40
train_176,phi3,4,2,"background,method",59,-35.4375,method,method,True,0.064,0.083,4,15.625,22.8025,55,57.9375,67.0725,58,,,0,,,0,,,0
train_177,phi3,4,3,"background,method,objective",52,-33.78125,objective,objective,True,0.085,0.163,8,8.0,11.05375,19,63.21875,59.9809375,43,87.28125,81.9340625,24,,,0,,,0
train_178,phi3,8,4,"background,method,objective,result",58,-24.703125,result,result,True,0.112,0.337,16,0.1875,1.77484375,12,5.6875,16.38015625,43,0.03125,3.393125,15,,,0,34.296875,46.24875,56
train_179,phi3,7,3,"background,method,result",48,-25.25,method,method,True,0.092,0.173,8,-0.25,5.194375,34,140.25,139.7721875,73,,,0,,,0,17.34375,16.6584375,46
train_180,phi3,6,3,"background,method,result",60,-44.875,method,method,True,0.085,0.162,8,40.4375,47.2909375,51,69.5,77.6609375,32,,,0,,,0,-1.90625,-0.076875,17
train_181,phi3,6,3,"background,objective,result",60,-17.53125,objective,objective,True,0.093,0.174,8,55.78125,52.17390625,18,,,0,130.96875,125.24828125,120,,,0,1.921875,4.9215625,45
train_182,phi3,9,4,"background,method,other,result",58,-35.40625,background,background,True,0.12,0.356,16,45.21875,48.3021875,87,17.78125,20.3659375,42,,,0,-1.15625,2.659375,13,-1.40625,3.51625,21
train_183,phi3,8,4,"background,method,objective,result",59,-32.375,result,result,True,0.111,0.336,16,44.25,37.9759375,17,39.8125,50.2959375,63,-0.21875,0.218125,28,,,0,58.5,72.635,47
train_184,phi3,7,3,"background,objective,result",50,-35.34375,objective,objective,True,0.104,0.185,8,29.78125,39.199375,58,,,0,54.09375,63.1375,78,,,0,2.6875,8.694375,83
train_185,phi3,5,3,"background,objective,result",48,-30.125,result,result,True,0.085,0.164,8,5.3125,20.781875,46,,,0,9.4375,28.815,41,,,0,45.5625,56.903125,20
train_187,phi3,10,3,"background,method,objective",60,-34.375,background,background,True,0.109,0.196,8,48.375,62.08625,106,-1.875,10.34,119,0.9375,8.19875,24,,,0,,,0
train_188,phi3,5,4,"background,method,objective,result",56,-32.59375,method,method,True,0.112,0.343,16,37.15625,33.511875,21,96.90625,88.121875,66,15.65625,16.3959375,30,,,0,-0.1875,2.6265625,23
train_189,phi3,6,3,"background,method,result",61,-36.65625,background,method,False,0.089,0.168,8,35.40625,38.0859375,39,30.78125,39.2453125,82,,,0,,,0,1.15625,3.3875,38
train_190,phi3,6,3,"background,method,result",63,-28.03125,background,background,True,0.093,0.176,8,91.71875,97.4784375,78,1.34375,8.4565625,60,,,0,,,0,-0.46875,4.53375,52
train_191,phi3,10,4,"background,method,objective,result",58,-46.3125,result,result,True,0.134,0.374,16,20.9375,27.8075,35,38.0625,56.005625,87,8.8125,6.46875,24,,,0,56.1875,72.655625,96
train_192,phi3,4,3,"background,method,result",55,-31.296875,method,method,True,0.085,0.163,8,19.734375,24.35921875,48,68.953125,75.11109375,26,,,0,,,0,2.484375,10.3578125,21
train_193,phi3,8,3,"background,method,result",53,-28.015625,background,background,True,0.093,0.173,8,54.921875,71.62890625,104,0.21875,12.61390625,22,,,0,,,0,0.234375,14.6165625,54
train_194,phi3,8,3,"background,method,result",71,-40.6875,method,method,True,0.087,0.166,8,31.125,34.938125,76,58.1875,61.834375,29,,,0,,,0,51.5625,53.79,36
train_195,phi3,3,2,"background,method",58,-42.0625,background,background,True,0.062,0.081,4,46.0625,54.395,64,1.875,12.48,25,,,0,,,0,,,0
train_196,phi3,6,3,"background,objective,result",69,-34.875,background,background,True,0.087,0.165,8,22.21875,32.8725,94,,,0,10.125,23.1803125,19,,,0,19.59375,22.6971875,20
train_197,phi3,4,3,"background,method,result",59,-30.046875,result,result,True,0.085,0.163,8,59.203125,52.04953125,29,-0.546875,3.33328125,38,,,0,,,0,83.140625,77.6953125,26
train_198,phi3,9,4,"background,method,objective,result",64,-26.46875,result,result,True,0.118,0.348,16,0.296875,6.06734375,58,1.90625,9.91640625,73,1.0,10.7640625,16,,,0,55.53125,62.5959375,47
train_199,phi3,8,4,"background,method,objective,result",56,-24.984375,background,background,True,0.115,0.344,16,28.328125,39.38203125,47,-0.453125,11.0759375,79,17.859375,33.90484375,25,,,0,-0.15625,9.5278125,8
train_200,phi3,8,4,"background,method,objective,result",49,-26.515625,background,background,True,0.12,0.353,16,86.984375,96.5859375,54,0.015625,2.139375,58,0.140625,12.6565625,23,,,0,-0.078125,10.9775,49
train_201,phi3,8,4,"background,method,objective,result",56,-27.203125,objective,objective,True,0.115,0.342,16,20.515625,21.63265625,15,2.1875,5.11453125,79,53.671875,63.0465625,34,,,0,0.21875,9.690625,23
train_202,phi3,7,4,"background,method,objective,result",62,-27.84375,method,method,True,0.109,0.333,16,-0.453125,4.80015625,36,13.40625,22.134375,17,1.09375,4.78375,21,,,0,8.8125,21.56296875,61
train_204,phi3,8,3,"background,objective,result",60,-34.65625,background,background,True,0.094,0.176,8,35.03125,43.5959375,94,,,0,0.21875,17.4446875,24,,,0,20.34375,24.428125,77
train_205,phi3,10,3,"background,method,result",51,-29.96875,method,method,True,0.093,0.174,8,30.65625,33.1659375,31,48.96875,51.194375,63,,,0,,,0,5.84375,14.9209375,56
train_206,phi3,8,3,"background,objective,result",56,-24.1875,result,result,True,0.094,0.177,8,10.71875,24.24375,73,,,0,-0.25,4.553125,24,,,0,50.1875,69.515625,94
train_207,phi3,4,4,"background,method,objective,result",60,-33.59375,objective,objective,True,0.107,0.329,16,44.96875,38.6053125,32,-0.09375,-2.440625,25,60.96875,52.0896875,26,,,0,0.40625,0.714375,13
train_208,phi3,4,3,"background,method,result",64,-28.984375,method,method,True,0.082,0.157,8,42.140625,44.63265625,15,74.015625,72.93703125,32,,,0,,,0,-0.796875,2.6959375,13
train_209,phi3,7,4,"background,method,objective,result",50,-38.0625,method,method,True,0.136,0.378,16,15.28125,15.978125,53,40.25,54.46,98,18.09375,20.1175,38,,,0,-1.53125,15.006875,24
train_210,phi3,8,3,"background,method,objective",53,-32.5,objective,objective,True,0.094,0.176,8,0.0,5.52,46,18.125,23.396875,54,76.8125,84.958125,73,,,0,,,0
train_211,phi3,6,4,"background,method,objective,result",50,-36.15625,method,method,True,0.109,0.333,16,0.0625,4.133125,33,61.59375,58.3603125,41,1.09375,11.2715625,24,,,0,37.71875,31.07875,22
train_212,phi3,9,4,"background,method,other,result",53,-40.65625,method,method,True,0.117,0.346,16,6.8125,17.5571875,47,69.65625,86.0353125,59,,,0,0.625,1.05,6,17.65625,23.32625,40
train_213,phi3,6,4,"background,method,objective,result",54,-27.0625,objective,objective,True,0.107,0.33,16,7.3125,9.011875,25,4.53125,7.6759375,29,33.25,38.3715625,20,,,0,6.0625,13.628125,27
train_214,phi3,4,4,"background,method,objective,result",54,-28.390625,method,method,True,0.106,0.325,16,0.921875,4.47140625,21,36.546875,39.2809375,18,0.140625,8.77578125,17,,,0,7.390625,12.95625,17
train_215,phi3,7,3,"background,method,result",58,-40.40625,background,background,True,0.088,0.168,8,53.71875,58.480625,50,7.0,13.1296875,34,,,0,,,0,4.5625,10.3584375,56
train_216,phi3,6,3,"background,objective,result",51,-32.09375,background,background,True,0.087,0.166,8,49.28125,50.78546875,51,,,0,42.53125,39.13921875,45,,,0,-0.546875,2.7940625,29
train_217,phi3,8,4,"background,method,objective,result",60,-29.46875,method,method,True,0.115,0.345,16,4.3125,5.7321875,23,9.28125,13.5371875,66,7.0,11.718125,32,,,0,-0.09375,3.66875,52
train_218,phi3,6,3,"background,method,result",56,-38.78125,method,method,True,0.088,0.169,8,25.65625,24.2534375,18,52.09375,47.6271875,68,,,0,,,0,20.28125,20.963125,57
train_219,phi3,6,2,"method,result",54,-41.65625,result,method,False,0.065,0.083,4,,,0,0.78125,26.76875,65,,,0,,,0,3.09375,23.5125,73
train_220,phi3,7,5,"background,method,objective,other,result",58,-37.71875,result,result,True,0.138,0.687,32,2.09375,9.770625,21,1.21875,8.2240625,64,20.625,27.994375,23,0.75,9.47,6,40.53125,43.9471875,27
train_221,phi3,8,4,"background,method,objective,result",56,-31.734375,background,background,True,0.116,0.345,16,79.703125,85.391875,23,-0.703125,7.945625,91,-0.609375,2.11359375,11,,,0,-1.734375,1.18953125,41
train_222,phi3,9,3,"background,method,result",62,-21.4375,background,background,True,0.101,0.184,8,137.6875,139.14046875,110,47.125,47.95046875,74,,,0,,,0,-0.234375,4.9715625,21
train_223,phi3,7,4,"background,method,objective,result",56,-34.0625,objective,objective,True,0.122,0.355,16,35.375,36.4525,29,41.6875,35.14375,74,45.8125,47.405625,35,,,0,37.3125,29.810625,57
train_224,phi3,7,3,"background,method,result",55,-39.40625,method,method,True,0.094,0.177,8,7.125,7.2315625,45,50.34375,54.410625,99,,,0,,,0,-2.3125,2.3890625,32
train_225,phi3,7,3,"background,method,other",54,-26.65625,background,background,True,0.088,0.168,8,109.71875,120.17515625,57,1.40625,15.6490625,78,,,0,0.234375,0.89453125,7,,,0
train_226,phi3,6,4,"background,objective,other,result",53,-23.265625,result,result,True,0.111,0.336,16,-0.203125,4.95171875,19,,,0,0.625,10.29265625,26,0.15625,1.2175,17,123.359375,128.6475,62
train_227,phi3,8,3,"background,method,result",56,-30.0625,background,background,True,0.095,0.177,8,35.5,48.974375,27,16.28125,29.1875,106,,,0,,,0,2.4375,17.588125,50
train_228,phi3,8,4,"background,method,objective,result",63,-37.375,objective,objective,True,0.133,0.369,16,0.625,8.7134375,41,2.34375,9.9003125,66,25.0,35.8240625,46,,,0,-0.0625,2.6246875,80
train_229,phi3,5,4,"background,method,objective,result",55,-26.46875,objective,objective,True,0.109,0.333,16,17.875,31.305,42,0.03125,10.7434375,32,41.53125,67.8653125,26,,,0,0.21875,1.1175,18
train_230,phi3,4,3,"background,method,result",60,-32.1875,method,method,True,0.087,0.165,8,4.3125,17.908125,67,61.6875,73.594375,30,,,0,,,0,14.625,14.435,16
train_231,phi3,8,4,"background,method,other,result",42,-18.484375,method,method,True,0.13,0.369,16,29.734375,41.47453125,25,68.953125,80.5271875,53,,,0,0.828125,1.861875,7,0.6875,13.65203125,102
train_232,phi3,3,2,"background,method",55,-41.09375,background,background,True,0.062,0.08,4,61.65625,69.3425,51,51.53125,61.31375,32,,,0,,,0,,,0
train_233,phi3,4,3,"background,method,result",61,-31.171875,method,method,True,0.085,0.162,8,27.421875,45.85734375,50,43.953125,55.61828125,29,,,0,,,0,12.890625,16.6025,11
train_234,phi3,7,3,"background,method,other",62,-35.875,background,background,True,0.086,0.164,8,66.9375,74.391875,69,-0.65625,8.0921875,41,,,0,-0.3125,0.3909375,6,,,0
train_235,phi3,6,3,"method,objective,result",58,-36.84375,result,objective,False,0.087,0.167,8,,,0,26.1875,46.588125,32,37.15625,56.0146875,21,,,0,40.34375,53.0534375,66
train_236,phi3,4,2,"background,objective",50,-23.890625,background,background,True,0.064,0.083,4,95.671875,105.406875,53,,,0,2.8125,15.2025,45,,,0,,,0
train_237,phi3,8,4,"background,method,objective,result",57,-33.375,method,method,True,0.142,0.391,16,0.875,4.13625,40,11.78125,40.170625,79,2.34375,33.2246875,98,,,0,-0.65625,0.9684375,24
train_238,phi3,4,3,"background,method,objective",53,-38.90625,method,method,True,0.087,0.167,8,10.59375,14.4259375,18,26.34375,29.6684375,39,7.3125,15.499375,52,,,0,,,0
train_239,phi3,5,2,"background,objective",59,-30.296875,objective,objective,True,0.063,0.081,4,9.546875,17.69375,71,,,0,40.828125,51.196875,25,,,0,,,0
train_240,phi3,5,2,"background,method",58,-31.234375,background,background,True,0.064,0.083,4,92.328125,98.514375,50,34.265625,39.12625,51,,,0,,,0,,,0
train_241,phi3,5,3,"background,objective,result",63,-32.65625,objective,objective,True,0.088,0.168,8,5.25,6.05875,17,,,0,47.40625,50.2621875,73,,,0,1.59375,4.6478125,18
train_242,phi3,4,2,"background,method",57,-30.203125,method,method,True,0.065,0.083,4,0.078125,13.46375,59,40.109375,57.145625,69,,,0,,,0,,,0
train_243,phi3,6,4,"background,method,objective,result",60,-34.71875,objective,objective,True,0.105,0.323,16,18.90625,17.245,20,23.1875,21.0625,10,68.65625,64.256875,25,,,0,28.09375,20.091875,20
train_244,phi3,8,3,"background,method,result",65,-32.25,method,method,True,0.091,0.172,8,1.9375,14.2540625,55,73.625,86.4934375,90,,,0,,,0,0.28125,8.3775,28
train_245,phi3,4,3,"background,objective,result",54,-29.0625,background,background,True,0.089,0.171,8,67.0625,69.33875,26,,,0,65.0,65.30125,78,,,0,-0.5625,2.0475,38
train_246,phi3,6,3,"background,method,result",60,-30.546875,method,method,True,0.089,0.168,8,50.453125,56.4434375,64,76.203125,79.8715625,75,,,0,,,0,0.5,-0.486875,16
train_247,phi3,8,4,"background,method,objective,result",44,-36.75,objective,objective,True,0.118,0.349,16,17.125,20.4640625,43,2.28125,8.056875,38,36.5625,44.166875,18,,,0,29.625,31.9371875,57
train_248,phi3,8,4,"background,method,objective,result",66,-27.984375,result,result,True,0.111,0.337,16,1.421875,4.60109375,44,14.359375,20.07125,34,2.734375,9.63453125,31,,,0,27.984375,32.83375,49
train_249,phi3,10,3,"background,method,objective",63,-35.59375,method,method,True,0.095,0.175,8,3.28125,12.1515625,71,145.28125,150.561875,116,9.78125,19.4428125,11,,,0,,,0
train_250,phi3,4,2,"background,result",52,-26.0,background,background,True,0.061,0.08,4,65.875,65.730625,31,,,0,,,0,,,0,1.703125,1.519375,50
train_251,phi3,9,3,"background,method,result",61,-40.25,result,result,True,0.093,0.176,8,0.8125,9.139375,51,21.25,28.84125,23,,,0,,,0,83.0625,89.269375,130
train_252,phi3,4,3,"background,method,result",60,-30.9375,background,background,True,0.085,0.163,8,70.3125,79.54609375,56,0.484375,12.0846875,34,,,0,,,0,-0.703125,2.55671875,11
train_253,phi3,6,3,"background,method,objective",60,-36.125,objective,objective,True,0.085,0.164,8,22.46875,35.18625,42,16.96875,23.5478125,31,30.6875,42.7659375,41,,,0,,,0
train_254,phi3,3,2,"background,method",63,-26.84375,background,background,True,0.061,0.081,4,39.90625,38.77875,37,32.9375,31.5025,27,,,0,,,0,,,0
train_255,phi3,5,5,"background,method,objective,other,result",55,-37.90625,method,method,True,0.131,0.663,32,27.09375,28.3575,16,29.21875,37.26875,22,-1.59375,1.81,27,21.875,25.1625,26,-0.78125,6.37,23
